"session_id","participant_id","trader_name","trader_type","risk_tolerance","trade_frequency","initial_capital","cash_balance","preferred_sectors","profile_json","portfolio_json","performance_json","last_trade_at","created_at"
"demo-paper-1000-ai-traders","10","Maya Joshi","hft","80.72","0.9","100000","83806","[""Banking"",""Telecom"",""Healthcare""]","{""display_name"":""Maya Joshi"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Banking"",""Telecom"",""Healthcare""]}","{""cash"":83806,""holdings"":[{""symbol"":""BHARTIARTL.NS"",""quantity"":24,""average_cost"":677.63,""current_price"":674.74,""market_value"":16193.76,""unrealized_pnl"":-69.36,""sector"":""Telecom""}],""holdings_value"":16193.76,""total_value"":99999.76,""allocation"":{""Telecom"":16.19}}","{""day_change_pct"":-0.59,""total_return_pct"":0,""sharpe_ratio"":1.06,""win_rate"":48.2,""max_drawdown_pct"":7.44,""volatility_pct"":4.24}","2026-04-03T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","11","Dev Joshi","hft","81.56","0.9","100000","76613","[""Banking"",""Telecom""]","{""display_name"":""Dev Joshi"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Banking"",""Telecom""]}","{""cash"":76613,""holdings"":[{""symbol"":""SBIN.NS"",""quantity"":38,""average_cost"":576.99,""current_price"":615.46,""market_value"":23387.48,""unrealized_pnl"":1461.86,""sector"":""Banking""}],""holdings_value"":23387.48,""total_value"":100000.48,""allocation"":{""Banking"":23.39}}","{""day_change_pct"":-1.54,""total_return_pct"":0,""sharpe_ratio"":2.06,""win_rate"":67.82,""max_drawdown_pct"":3.72,""volatility_pct"":2.28}","2026-04-01T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","12","Sara Singh","hft","88.59","0.9","100000","87807","[""Energy"",""Consumer""]","{""display_name"":""Sara Singh"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Energy"",""Consumer""]}","{""cash"":87807,""holdings"":[{""symbol"":""AMZN"",""quantity"":6,""average_cost"":1029.82,""current_price"":988.98,""market_value"":5933.88,""unrealized_pnl"":-245.04,""sector"":""Consumer""},{""symbol"":""BAJAJFINSV.NS"",""quantity"":3,""average_cost"":1146.16,""current_price"":1170.17,""market_value"":3510.51,""unrealized_pnl"":72.03,""sector"":""Financial Services""},{""symbol"":""SBIN.NS"",""quantity"":2,""average_cost"":1321.54,""current_price"":1374.14,""market_value"":2748.28,""unrealized_pnl"":105.2,""sector"":""Banking""}],""holdings_value"":12192.67,""total_value"":99999.67,""allocation"":{""Banking"":2.75,""Consumer"":5.93,""Financial Services"":3.51}}","{""day_change_pct"":2.18,""total_return_pct"":0,""sharpe_ratio"":1.71,""win_rate"":67.25,""max_drawdown_pct"":11.09,""volatility_pct"":4.54}","2026-04-05T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","13","Vihaan Chopra","hft","88.21","0.9","100000","85484","[""Financial Services"",""IT"",""Automotive""]","{""display_name"":""Vihaan Chopra"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Financial Services"",""IT"",""Automotive""]}","{""cash"":85484,""holdings"":[{""symbol"":""SBIN.NS"",""quantity"":5,""average_cost"":901.46,""current_price"":869.57,""market_value"":4347.85,""unrealized_pnl"":-159.45,""sector"":""Banking""},{""symbol"":""NVDA"",""quantity"":6,""average_cost"":971.1,""current_price"":1025.47,""market_value"":6152.82,""unrealized_pnl"":326.22,""sector"":""Technology""},{""symbol"":""AAPL"",""quantity"":6,""average_cost"":649.13,""current_price"":669.28,""market_value"":4015.68,""unrealized_pnl"":120.9,""sector"":""Technology""}],""holdings_value"":14516.35,""total_value"":100000.35,""allocation"":{""Banking"":4.35,""Technology"":10.17}}","{""day_change_pct"":-0.75,""total_return_pct"":0,""sharpe_ratio"":1.88,""win_rate"":59.56,""max_drawdown_pct"":5.55,""volatility_pct"":1.24}","2026-04-05T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","14","Rohan Nair","hft","70.48","0.9","100000","87322","[""Financials"",""Automotive"",""Banking""]","{""display_name"":""Rohan Nair"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Financials"",""Automotive"",""Banking""]}","{""cash"":87322,""holdings"":[{""symbol"":""BHARTIARTL.NS"",""quantity"":13,""average_cost"":436.02,""current_price"":427.48,""market_value"":5557.24,""unrealized_pnl"":-111.02,""sector"":""Telecom""},{""symbol"":""SBIN.NS"",""quantity"":2,""average_cost"":1631.39,""current_price"":1548.36,""market_value"":3096.72,""unrealized_pnl"":-166.06,""sector"":""Banking""},{""symbol"":""MARUTI.NS"",""quantity"":23,""average_cost"":181.54,""current_price"":174.96,""market_value"":4024.08,""unrealized_pnl"":-151.34,""sector"":""Automotive""}],""holdings_value"":12678.04,""total_value"":100000.04,""allocation"":{""Banking"":3.10,""Automotive"":4.02,""Telecom"":5.56}}","{""day_change_pct"":-1.08,""total_return_pct"":0,""sharpe_ratio"":1.86,""win_rate"":41.7,""max_drawdown_pct"":13.21,""volatility_pct"":1.09}","2026-04-04T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","15","Karan Reddy","hft","76.22","0.9","100000","78158","[""Banking"",""Automotive"",""Healthcare""]","{""display_name"":""Karan Reddy"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Banking"",""Automotive"",""Healthcare""]}","{""cash"":78158,""holdings"":[{""symbol"":""BHARTIARTL.NS"",""quantity"":17,""average_cost"":1228.56,""current_price"":1284.81,""market_value"":21841.77,""unrealized_pnl"":956.25,""sector"":""Telecom""}],""holdings_value"":21841.77,""total_value"":99999.77,""allocation"":{""Telecom"":21.84}}","{""day_change_pct"":-0.97,""total_return_pct"":0,""sharpe_ratio"":1.49,""win_rate"":71.97,""max_drawdown_pct"":14.06,""volatility_pct"":4.93}","2026-04-02T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","16","Vihaan Khan","hft","89.16","0.9","100000","83922","[""Financials"",""Financial Services""]","{""display_name"":""Vihaan Khan"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Financials"",""Financial Services""]}","{""cash"":83922,""holdings"":[{""symbol"":""MARUTI.NS"",""quantity"":7,""average_cost"":2400.35,""current_price"":2296.81,""market_value"":16077.67,""unrealized_pnl"":-724.78,""sector"":""Automotive""}],""holdings_value"":16077.67,""total_value"":99999.67,""allocation"":{""Automotive"":16.08}}","{""day_change_pct"":1.54,""total_return_pct"":0,""sharpe_ratio"":0.96,""win_rate"":42.71,""max_drawdown_pct"":12.02,""volatility_pct"":1.53}","2026-03-29T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","17","Aditi Sharma","hft","78.07","0.9","100000","74844","[""Telecom"",""Banking"",""Financial Services""]","{""display_name"":""Aditi Sharma"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Telecom"",""Banking"",""Financial Services""]}","{""cash"":74844,""holdings"":[{""symbol"":""NVDA"",""quantity"":13,""average_cost"":1868.06,""current_price"":1935.09,""market_value"":25156.17,""unrealized_pnl"":871.39,""sector"":""Technology""}],""holdings_value"":25156.17,""total_value"":100000.17,""allocation"":{""Technology"":25.16}}","{""day_change_pct"":2.47,""total_return_pct"":0,""sharpe_ratio"":0.81,""win_rate"":41.68,""max_drawdown_pct"":14.73,""volatility_pct"":4.28}","2026-04-01T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","18","Maya Mehta","hft","85.96","0.9","100000","77319","[""Automotive"",""Financial Services"",""Healthcare"",""Technology""]","{""display_name"":""Maya Mehta"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Automotive"",""Financial Services"",""Healthcare"",""Technology""]}","{""cash"":77319,""holdings"":[{""symbol"":""JPM"",""quantity"":5,""average_cost"":1217.25,""current_price"":1287.99,""market_value"":6439.95,""unrealized_pnl"":353.7,""sector"":""Banking""},{""symbol"":""INFY.NS"",""quantity"":8,""average_cost"":1948.57,""current_price"":2030.16,""market_value"":16241.28,""unrealized_pnl"":652.72,""sector"":""IT""}],""holdings_value"":22681.23,""total_value"":100000.23,""allocation"":{""Banking"":6.44,""IT"":16.24}}","{""day_change_pct"":0.17,""total_return_pct"":0,""sharpe_ratio"":1.11,""win_rate"":55.68,""max_drawdown_pct"":2.29,""volatility_pct"":1.94}","2026-04-03T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","19","Kabir Patel","hft","82.73","0.9","100000","82105","[""Energy"",""Financials"",""Financial Services""]","{""display_name"":""Kabir Patel"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Energy"",""Financials"",""Financial Services""]}","{""cash"":82105,""holdings"":[{""symbol"":""WIPRO.NS"",""quantity"":28,""average_cost"":270.8,""current_price"":276.46,""market_value"":7740.88,""unrealized_pnl"":158.48,""sector"":""IT""},{""symbol"":""TSLA"",""quantity"":3,""average_cost"":1294.84,""current_price"":1405.97,""market_value"":4217.91,""unrealized_pnl"":333.39,""sector"":""Automotive""},{""symbol"":""JPM"",""quantity"":5,""average_cost"":1096.48,""current_price"":1187.2,""market_value"":5936,""unrealized_pnl"":453.6,""sector"":""Banking""}],""holdings_value"":17894.79,""total_value"":99999.79,""allocation"":{""Banking"":5.94,""Automotive"":4.22,""IT"":7.74}}","{""day_change_pct"":-0.5,""total_return_pct"":0,""sharpe_ratio"":1.96,""win_rate"":43.92,""max_drawdown_pct"":16.86,""volatility_pct"":2.97}","2026-04-05T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","20","Dev Malhotra","hft","68.85","0.9","100000","82017","[""Automotive"",""Technology"",""Healthcare""]","{""display_name"":""Dev Malhotra"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Automotive"",""Technology"",""Healthcare""]}","{""cash"":82017,""holdings"":[{""symbol"":""TSLA"",""quantity"":6,""average_cost"":1193.19,""current_price"":1269.31,""market_value"":7615.86,""unrealized_pnl"":456.72,""sector"":""Automotive""},{""symbol"":""BHARTIARTL.NS"",""quantity"":45,""average_cost"":240.24,""current_price"":230.38,""market_value"":10367.1,""unrealized_pnl"":-443.7,""sector"":""Telecom""}],""holdings_value"":17982.96,""total_value"":99999.96,""allocation"":{""Automotive"":7.62,""Telecom"":10.37}}","{""day_change_pct"":-1.18,""total_return_pct"":0,""sharpe_ratio"":2.37,""win_rate"":40.82,""max_drawdown_pct"":12.95,""volatility_pct"":1.84}","2026-04-08T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","21","Vihaan Kulkarni","hft","91.47","0.9","100000","87225","[""Automotive"",""Consumer"",""Financial Services"",""Telecom""]","{""display_name"":""Vihaan Kulkarni"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Automotive"",""Consumer"",""Financial Services"",""Telecom""]}","{""cash"":87225,""holdings"":[{""symbol"":""BHARTIARTL.NS"",""quantity"":12,""average_cost"":1047.35,""current_price"":1064.6,""market_value"":12775.2,""unrealized_pnl"":207,""sector"":""Telecom""}],""holdings_value"":12775.2,""total_value"":100000.2,""allocation"":{""Telecom"":12.78}}","{""day_change_pct"":0.84,""total_return_pct"":0,""sharpe_ratio"":1.54,""win_rate"":62.93,""max_drawdown_pct"":6.93,""volatility_pct"":1.45}","2026-04-04T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","22","Karan Malhotra","hft","90.15","0.9","100000","83529","[""Healthcare"",""Financials""]","{""display_name"":""Karan Malhotra"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Healthcare"",""Financials""]}","{""cash"":83529,""holdings"":[{""symbol"":""AMZN"",""quantity"":2,""average_cost"":1669.52,""current_price"":1770.65,""market_value"":3541.3,""unrealized_pnl"":202.26,""sector"":""Consumer""},{""symbol"":""AAPL"",""quantity"":4,""average_cost"":1466.32,""current_price"":1405.27,""market_value"":5621.08,""unrealized_pnl"":-244.2,""sector"":""Technology""},{""symbol"":""HDFCBANK.NS"",""quantity"":6,""average_cost"":1247.53,""current_price"":1218.09,""market_value"":7308.54,""unrealized_pnl"":-176.64,""sector"":""Banking""}],""holdings_value"":16470.92,""total_value"":99999.92,""allocation"":{""Banking"":7.31,""Consumer"":3.54,""Technology"":5.62}}","{""day_change_pct"":0.65,""total_return_pct"":0,""sharpe_ratio"":2.12,""win_rate"":46.26,""max_drawdown_pct"":9.25,""volatility_pct"":2.63}","2026-03-30T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","23","Meera Pillai","hft","73.76","0.9","100000","78321","[""Healthcare"",""Consumer"",""Technology"",""Energy""]","{""display_name"":""Meera Pillai"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Healthcare"",""Consumer"",""Technology"",""Energy""]}","{""cash"":78321,""holdings"":[{""symbol"":""WIPRO.NS"",""quantity"":8,""average_cost"":652.41,""current_price"":673.41,""market_value"":5387.28,""unrealized_pnl"":168,""sector"":""IT""},{""symbol"":""JNJ"",""quantity"":14,""average_cost"":1138.5,""current_price"":1163.7,""market_value"":16291.8,""unrealized_pnl"":352.8,""sector"":""Healthcare""}],""holdings_value"":21679.08,""total_value"":100000.08,""allocation"":{""Healthcare"":16.29,""IT"":5.39}}","{""day_change_pct"":0.66,""total_return_pct"":0,""sharpe_ratio"":1.13,""win_rate"":38.89,""max_drawdown_pct"":1.62,""volatility_pct"":1.37}","2026-04-04T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","24","Priya Nair","hft","88.91","0.9","100000","75103","[""Healthcare"",""Telecom""]","{""display_name"":""Priya Nair"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Healthcare"",""Telecom""]}","{""cash"":75103,""holdings"":[{""symbol"":""GOOGL"",""quantity"":12,""average_cost"":590.42,""current_price"":600.45,""market_value"":7205.4,""unrealized_pnl"":120.36,""sector"":""Technology""},{""symbol"":""RELIANCE.NS"",""quantity"":5,""average_cost"":1474.83,""current_price"":1569.52,""market_value"":7847.6,""unrealized_pnl"":473.45,""sector"":""Energy""},{""symbol"":""JNJ"",""quantity"":15,""average_cost"":640.66,""current_price"":656.25,""market_value"":9843.75,""unrealized_pnl"":233.85,""sector"":""Healthcare""}],""holdings_value"":24896.75,""total_value"":99999.75,""allocation"":{""Energy"":7.85,""Healthcare"":9.84,""Technology"":7.21}}","{""day_change_pct"":2.11,""total_return_pct"":0,""sharpe_ratio"":1.85,""win_rate"":46.81,""max_drawdown_pct"":3.38,""volatility_pct"":2.78}","2026-04-08T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","25","Aditya Joshi","hft","71.65","0.9","100000","79325","[""Technology"",""IT""]","{""display_name"":""Aditya Joshi"",""trader_style"":""hft"",""risk_band"":""aggressive"",""investment_horizon"":""intraday"",""capital_bucket"":""small"",""preferred_sectors"":[""Technology"",""IT""]}","{""cash"":79325,""holdings"":[{""symbol"":""AMZN"",""quantity"":11,""average_cost"":1755.18,""current_price"":1879.51,""market_value"":20674.61,""unrealized_pnl"":1367.63,""sector"":""Consumer""}],""holdings_value"":20674.61,""total_value"":99999.61,""allocation"":{""Consumer"":20.67}}","{""day_change_pct"":1.5,""total_return_pct"":0,""sharpe_ratio"":0.87,""win_rate"":61.83,""max_drawdown_pct"":6.14,""volatility_pct"":1.19}","2026-04-07T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
